self.round_id,multiplier,std_time,unix_time
579,120.43,2025-03-16 23:37:53,1742157473
580,30.94,2025-03-16 23:38:45,1742157525
581,1.07,2025-03-16 23:38:59,1742157539
582,1.67,2025-03-16 23:39:15,1742157555
583,1.28,2025-03-16 23:39:32,1742157572
584,7.7,2025-03-16 23:40:05,1742157605
585,1.76,2025-03-16 23:40:28,1742157628
586,2.98,2025-03-16 23:40:52,1742157652
587,1.05,2025-03-16 23:41:04,1742157664
588,2.41,2025-03-16 23:41:27,1742157687
589,1.39,2025-03-16 23:41:44,1742157704
590,1.32,2025-03-16 23:41:58,1742157718
591,25.17,2025-03-16 23:42:45,1742157765
592,6.16,2025-03-16 23:43:21,1742157801
593,6.51,2025-03-16 23:43:58,1742157838
594,1.54,2025-03-16 23:44:16,1742157856
595,1.38,2025-03-16 23:44:32,1742157872
596,2.0,2025-03-16 23:44:57,1742157897
597,1.05,2025-03-16 23:45:10,1742157910
598,1.83,2025-03-16 23:45:27,1742157927
599,2.44,2025-03-16 23:45:52,1742157952
600,2.99,2025-03-16 23:46:15,1742157975
601,1.58,2025-03-16 23:46:31,1742157991
602,9.66,2025-03-16 23:47:07,1742158027
603,1.85,2025-03-16 23:47:26,1742158046
604,1.06,2025-03-16 23:47:39,1742158059
605,1.0,2025-03-16 23:47:50,1742158070
606,3.59,2025-03-16 23:48:16,1742158096
607,1.85,2025-03-16 23:48:33,1742158113
608,1.54,2025-03-16 23:48:49,1742158129
609,1.36,2025-03-16 23:49:02,1742158142
610,1.23,2025-03-16 23:49:15,1742158155
611,1.71,2025-03-16 23:49:31,1742158171
612,4.17,2025-03-16 23:49:57,1742158197
613,3.55,2025-03-16 23:50:24,1742158224
614,2.42,2025-03-16 23:50:46,1742158246
615,2.45,2025-03-16 23:51:06,1742158266
616,4.41,2025-03-16 23:51:38,1742158298
617,2.19,2025-03-16 23:51:57,1742158317
618,1.02,2025-03-16 23:52:09,1742158329
619,1.36,2025-03-16 23:52:23,1742158343
620,55.64,2025-03-16 23:53:18,1742158398
621,2.38,2025-03-16 23:53:41,1742158421
622,7.92,2025-03-16 23:54:14,1742158454
623,1.09,2025-03-16 23:54:29,1742158469
624,1.33,2025-03-16 23:54:42,1742158482
625,3.26,2025-03-16 23:55:05,1742158505
626,1.5,2025-03-16 23:55:23,1742158523
627,4.77,2025-03-16 23:55:51,1742158551
628,4.25,2025-03-16 23:56:23,1742158583
629,22.5,2025-03-16 23:57:09,1742158629
630,66.84,2025-03-16 23:58:12,1742158692
631,1.65,2025-03-16 23:58:33,1742158713
632,8.44,2025-03-16 23:59:09,1742158749
633,50.57,2025-03-17 00:00:06,1742158806
634,17.11,2025-03-17 00:00:51,1742158851
635,1.16,2025-03-17 00:01:06,1742158866
636,1.45,2025-03-17 00:01:21,1742158881
637,3.78,2025-03-17 00:01:47,1742158907
638,27.67,2025-03-17 00:02:35,1742158955
639,2.94,2025-03-17 00:03:03,1742158983
640,2.43,2025-03-17 00:03:26,1742159006
641,1.8,2025-03-17 00:03:49,1742159029
642,1.7,2025-03-17 00:04:11,1742159051
643,1.46,2025-03-17 00:04:27,1742159067
644,1.08,2025-03-17 00:04:41,1742159081
645,1.09,2025-03-17 00:04:54,1742159094
646,2.04,2025-03-17 00:05:14,1742159114
647,3.9,2025-03-17 00:05:40,1742159140
648,2.44,2025-03-17 00:06:03,1742159163
649,4.42,2025-03-17 00:06:31,1742159191
650,1.41,2025-03-17 00:06:47,1742159207
651,14.14,2025-03-17 00:07:29,1742159249
652,1.01,2025-03-17 00:07:43,1742159263
653,16.54,2025-03-17 00:08:24,1742159304
654,1.36,2025-03-17 00:08:45,1742159325
655,4.62,2025-03-17 00:09:14,1742159354
656,22.17,2025-03-17 00:10:00,1742159400
657,6.09,2025-03-17 00:10:35,1742159435
658,11.92,2025-03-17 00:11:14,1742159474
659,2.46,2025-03-17 00:11:37,1742159497
660,4.08,2025-03-17 00:12:04,1742159524
661,1.02,2025-03-17 00:12:19,1742159539
662,1.53,2025-03-17 00:12:36,1742159556
663,1.8,2025-03-17 00:12:54,1742159574
664,37.55,2025-03-17 00:13:46,1742159626
665,16.46,2025-03-17 00:14:30,1742159670
666,1.08,2025-03-17 00:14:49,1742159689
667,2.42,2025-03-17 00:15:13,1742159713
668,1.0,2025-03-17 00:15:24,1742159724
669,3.68,2025-03-17 00:15:51,1742159751
670,1.0,2025-03-17 00:16:06,1742159766
671,2.85,2025-03-17 00:16:31,1742159791
672,2.26,2025-03-17 00:16:54,1742159814
673,7.31,2025-03-17 00:17:27,1742159847
674,2.93,2025-03-17 00:17:51,1742159871
675,1.89,2025-03-17 00:18:11,1742159891
676,1.55,2025-03-17 00:18:28,1742159908
677,2.85,2025-03-17 00:18:51,1742159931
678,1.72,2025-03-17 00:19:11,1742159951
679,1.93,2025-03-17 00:19:31,1742159971
680,1.09,2025-03-17 00:19:44,1742159984
681,1.47,2025-03-17 00:20:00,1742160000
682,1.56,2025-03-17 00:20:15,1742160015
683,2.92,2025-03-17 00:20:38,1742160038
684,1.13,2025-03-17 00:20:51,1742160051
685,3.13,2025-03-17 00:21:13,1742160073
686,5.15,2025-03-17 00:21:43,1742160103
687,1.06,2025-03-17 00:21:56,1742160116
688,1.0,2025-03-17 00:22:07,1742160127
689,1.47,2025-03-17 00:22:22,1742160142
690,1.23,2025-03-17 00:22:34,1742160154
691,3.74,2025-03-17 00:22:59,1742160179
692,1.49,2025-03-17 00:23:15,1742160195
693,1.58,2025-03-17 00:23:30,1742160210
694,10.01,2025-03-17 00:24:07,1742160247
695,36.83,2025-03-17 00:24:59,1742160299
696,2.14,2025-03-17 00:25:20,1742160320
697,2.05,2025-03-17 00:25:39,1742160339
698,9.04,2025-03-17 00:26:15,1742160375
699,2.94,2025-03-17 00:26:39,1742160399
700,1.41,2025-03-17 00:26:55,1742160415
701,2.33,2025-03-17 00:27:15,1742160435
702,1.74,2025-03-17 00:27:33,1742160453
703,2.37,2025-03-17 00:27:52,1742160472
704,4.87,2025-03-17 00:28:21,1742160501
705,1.01,2025-03-17 00:28:33,1742160513
706,2.12,2025-03-17 00:28:52,1742160532
707,1.21,2025-03-17 00:29:05,1742160545
708,1.94,2025-03-17 00:29:23,1742160563
709,3.16,2025-03-17 00:29:46,1742160586
710,4.24,2025-03-17 00:30:12,1742160612
711,1.29,2025-03-17 00:30:28,1742160628
712,1.02,2025-03-17 00:30:37,1742160637
713,1.27,2025-03-17 00:30:50,1742160650
714,3.08,2025-03-17 00:31:13,1742160673
715,1.63,2025-03-17 00:31:30,1742160690
716,2.79,2025-03-17 00:31:55,1742160715
717,1.06,2025-03-17 00:32:11,1742160731
718,1.23,2025-03-17 00:32:27,1742160747
719,1.02,2025-03-17 00:32:38,1742160758
720,111.79,2025-03-17 00:33:43,1742160823
721,1.77,2025-03-17 00:34:02,1742160842
722,11.22,2025-03-17 00:34:39,1742160879
723,2.2,2025-03-17 00:34:59,1742160899
724,2.42,2025-03-17 00:35:21,1742160921
725,86.8,2025-03-17 00:36:22,1742160982
726,1.51,2025-03-17 00:36:40,1742161000
727,1.03,2025-03-17 00:36:52,1742161012
728,3.51,2025-03-17 00:37:18,1742161038
729,1.53,2025-03-17 00:37:36,1742161056
730,2.28,2025-03-17 00:37:56,1742161076
731,1.0,2025-03-17 00:38:07,1742161087
732,2.64,2025-03-17 00:38:27,1742161107
733,3.98,2025-03-17 00:38:54,1742161134
734,1.64,2025-03-17 00:39:12,1742161152
735,9.99,2025-03-17 00:39:47,1742161187
736,3.55,2025-03-17 00:40:13,1742161213
737,9.17,2025-03-17 00:40:49,1742161249
738,1.24,2025-03-17 00:41:04,1742161264
739,5.45,2025-03-17 00:41:33,1742161293
740,1544.04,2025-03-17 00:43:09,1742161389
741,1.13,2025-03-17 00:43:25,1742161405
742,1.32,2025-03-17 00:43:39,1742161419
743,4.74,2025-03-17 00:44:07,1742161447
744,1.43,2025-03-17 00:44:23,1742161463
745,1.37,2025-03-17 00:44:38,1742161478
746,7.98,2025-03-17 00:45:11,1742161511
747,4.19,2025-03-17 00:45:39,1742161539
748,1.63,2025-03-17 00:45:56,1742161556
749,306.49,2025-03-17 00:47:13,1742161633
750,1.17,2025-03-17 00:47:29,1742161649
751,6.8,2025-03-17 00:48:00,1742161680
752,9.94,2025-03-17 00:48:38,1742161718
753,27.88,2025-03-17 00:49:27,1742161767
754,1.48,2025-03-17 00:49:45,1742161785
755,1.0,2025-03-17 00:49:56,1742161796
756,1.38,2025-03-17 00:50:10,1742161810
757,2.73,2025-03-17 00:50:33,1742161833
758,9.16,2025-03-17 00:51:08,1742161868
759,1.06,2025-03-17 00:51:24,1742161884
760,18.77,2025-03-17 00:52:08,1742161928
761,1.2,2025-03-17 00:52:23,1742161943
762,2.26,2025-03-17 00:52:43,1742161963
763,1.69,2025-03-17 00:53:03,1742161983
764,4.98,2025-03-17 00:53:32,1742162012
765,13.33,2025-03-17 00:54:12,1742162052
766,1.56,2025-03-17 00:54:30,1742162070
767,9.61,2025-03-17 00:55:07,1742162107
768,2.03,2025-03-17 00:55:29,1742162129
769,2.42,2025-03-17 00:55:50,1742162150
770,1.37,2025-03-17 00:56:05,1742162165
771,5.57,2025-03-17 00:56:37,1742162197
772,5.78,2025-03-17 00:57:09,1742162229
773,1.1,2025-03-17 00:57:21,1742162241
774,5.55,2025-03-17 00:57:56,1742162276
775,1.14,2025-03-17 00:58:10,1742162290
776,8.53,2025-03-17 00:58:45,1742162325
777,3.78,2025-03-17 00:59:12,1742162352
778,1.19,2025-03-17 00:59:26,1742162366
779,1.12,2025-03-17 00:59:40,1742162380
780,10.8,2025-03-17 01:00:17,1742162417
781,1.06,2025-03-17 01:00:30,1742162430
782,11.13,2025-03-17 01:01:07,1742162467
783,1.15,2025-03-17 01:01:23,1742162483
784,7.01,2025-03-17 01:01:56,1742162516
785,1.54,2025-03-17 01:02:13,1742162533
786,3.31,2025-03-17 01:02:40,1742162560
787,1.06,2025-03-17 01:02:53,1742162573
788,2.51,2025-03-17 01:03:16,1742162596
789,20.84,2025-03-17 01:04:00,1742162640
790,1.27,2025-03-17 01:04:17,1742162657
791,1.02,2025-03-17 01:04:29,1742162669
792,1.21,2025-03-17 01:04:44,1742162684
793,1.0,2025-03-17 01:04:56,1742162696
794,1.56,2025-03-17 01:05:15,1742162715
795,1.88,2025-03-17 01:05:35,1742162735
796,13.45,2025-03-17 01:06:18,1742162778
797,1.14,2025-03-17 01:06:36,1742162796
798,1.34,2025-03-17 01:06:53,1742162813
799,1.51,2025-03-17 01:07:09,1742162829
800,1.13,2025-03-17 01:07:21,1742162841
801,2.26,2025-03-17 01:07:40,1742162860
802,1.69,2025-03-17 01:07:58,1742162878
803,1.4,2025-03-17 01:08:12,1742162892
804,7.03,2025-03-17 01:08:44,1742162924
805,1.25,2025-03-17 01:08:57,1742162937
806,1.65,2025-03-17 01:09:15,1742162955
807,1.64,2025-03-17 01:09:31,1742162971
808,5.07,2025-03-17 01:09:58,1742162998
809,1.93,2025-03-17 01:10:18,1742163018
810,2.12,2025-03-17 01:10:36,1742163036
811,2.53,2025-03-17 01:10:58,1742163058
812,63.88,2025-03-17 01:11:55,1742163115
813,1.15,2025-03-17 01:12:10,1742163130
814,236.84,2025-03-17 01:13:23,1742163203
815,1.13,2025-03-17 01:13:37,1742163217
816,3.37,2025-03-17 01:14:02,1742163242
817,3.77,2025-03-17 01:14:29,1742163269
818,3.57,2025-03-17 01:14:54,1742163294
819,1.3,2025-03-17 01:15:08,1742163308
820,2.96,2025-03-17 01:15:31,1742163331
821,1.85,2025-03-17 01:15:49,1742163349
822,1.91,2025-03-17 01:16:08,1742163368
823,2.7,2025-03-17 01:16:31,1742163391
824,4.71,2025-03-17 01:16:58,1742163418
825,2.04,2025-03-17 01:17:22,1742163442
826,1.03,2025-03-17 01:17:34,1742163454
827,2.02,2025-03-17 01:17:52,1742163472
828,14.16,2025-03-17 01:18:32,1742163512
829,1.26,2025-03-17 01:18:48,1742163528
830,3.34,2025-03-17 01:19:13,1742163553
831,1.0,2025-03-17 01:19:24,1742163564
832,1.18,2025-03-17 01:19:37,1742163577
833,1.23,2025-03-17 01:19:50,1742163590
834,37.0,2025-03-17 01:20:42,1742163642
835,1.73,2025-03-17 01:21:05,1742163665
836,1.09,2025-03-17 01:21:17,1742163677
837,1.78,2025-03-17 01:21:35,1742163695
838,63.07,2025-03-17 01:22:32,1742163752
839,1.68,2025-03-17 01:22:51,1742163771
840,1.39,2025-03-17 01:23:06,1742163786
841,2.05,2025-03-17 01:23:24,1742163804
842,40.16,2025-03-17 01:24:15,1742163855
843,8.45,2025-03-17 01:24:51,1742163891
844,1.15,2025-03-17 01:25:05,1742163905
845,6.93,2025-03-17 01:25:41,1742163941
846,1.45,2025-03-17 01:25:57,1742163957
847,1.0,2025-03-17 01:26:09,1742163969
848,1.16,2025-03-17 01:26:21,1742163981
849,3.23,2025-03-17 01:26:45,1742164005
850,1.87,2025-03-17 01:27:03,1742164023
851,2.08,2025-03-17 01:27:23,1742164043
852,13.38,2025-03-17 01:28:02,1742164082
853,1.04,2025-03-17 01:28:14,1742164094
854,1.58,2025-03-17 01:28:31,1742164111
855,2.09,2025-03-17 01:28:49,1742164129
856,4.54,2025-03-17 01:29:16,1742164156
857,1.46,2025-03-17 01:29:32,1742164172
858,1.42,2025-03-17 01:29:46,1742164186
859,1.49,2025-03-17 01:30:02,1742164202
860,4.22,2025-03-17 01:30:28,1742164228
861,1.25,2025-03-17 01:30:42,1742164242
862,3.0,2025-03-17 01:31:04,1742164264
863,3.64,2025-03-17 01:31:29,1742164289
864,1.66,2025-03-17 01:31:47,1742164307
865,1.14,2025-03-17 01:31:58,1742164318
866,4.42,2025-03-17 01:32:24,1742164344
867,1.01,2025-03-17 01:32:36,1742164356
868,1.12,2025-03-17 01:32:47,1742164367
869,1.0,2025-03-17 01:32:57,1742164377
870,1.24,2025-03-17 01:33:09,1742164389
871,4.02,2025-03-17 01:33:35,1742164415
872,2.18,2025-03-17 01:33:56,1742164436
873,2.71,2025-03-17 01:34:17,1742164457
874,3.9,2025-03-17 01:34:43,1742164483
875,6.16,2025-03-17 01:35:14,1742164514
876,1.47,2025-03-17 01:35:31,1742164531
877,2.42,2025-03-17 01:35:50,1742164550
878,1.16,2025-03-17 01:36:02,1742164562
879,1.66,2025-03-17 01:36:17,1742164577
880,1.7,2025-03-17 01:36:33,1742164593
881,1.47,2025-03-17 01:36:47,1742164607
882,2.13,2025-03-17 01:37:06,1742164626
883,1.0,2025-03-17 01:37:16,1742164636
884,1.8,2025-03-17 01:37:33,1742164653
885,2.03,2025-03-17 01:37:52,1742164672
886,1.42,2025-03-17 01:38:05,1742164685
887,1.35,2025-03-17 01:38:18,1742164698
888,1.55,2025-03-17 01:38:33,1742164713
889,13.51,2025-03-17 01:39:13,1742164753
890,2.4,2025-03-17 01:39:33,1742164773
891,4.01,2025-03-17 01:40:00,1742164800
892,4.51,2025-03-17 01:40:27,1742164827
893,1.69,2025-03-17 01:40:44,1742164844
894,1.26,2025-03-17 01:40:56,1742164856
895,1.24,2025-03-17 01:41:08,1742164868
896,13.24,2025-03-17 01:41:47,1742164907
897,1.49,2025-03-17 01:42:04,1742164924
898,6.03,2025-03-17 01:42:34,1742164954
899,3.04,2025-03-17 01:42:58,1742164978
900,1.28,2025-03-17 01:43:13,1742164993
901,1.42,2025-03-17 01:43:27,1742165007
902,1.24,2025-03-17 01:43:39,1742165019
903,1.59,2025-03-17 01:43:53,1742165033
904,1.34,2025-03-17 01:44:06,1742165046
905,1.1,2025-03-17 01:44:17,1742165057
906,3.46,2025-03-17 01:44:41,1742165081
907,1.2,2025-03-17 01:44:53,1742165093
908,2.68,2025-03-17 01:45:14,1742165114
909,1.68,2025-03-17 01:45:30,1742165130
910,1.39,2025-03-17 01:45:44,1742165144
911,8.77,2025-03-17 01:46:18,1742165178
912,1.16,2025-03-17 01:46:31,1742165191
913,1.26,2025-03-17 01:46:44,1742165204
914,1.47,2025-03-17 01:46:59,1742165219
915,3.67,2025-03-17 01:47:23,1742165243
916,1.0,2025-03-17 01:47:34,1742165254
917,4.2,2025-03-17 01:48:00,1742165280
918,1.62,2025-03-17 01:48:16,1742165296
919,1.17,2025-03-17 01:48:27,1742165307
920,1.4,2025-03-17 01:48:41,1742165321
921,1.59,2025-03-17 01:48:56,1742165336
922,31.7,2025-03-17 01:49:46,1742165386
923,1.0,2025-03-17 01:49:57,1742165397
924,4.46,2025-03-17 01:50:24,1742165424
925,2.63,2025-03-17 01:50:46,1742165446
926,1.56,2025-03-17 01:51:01,1742165461
927,12.46,2025-03-17 01:51:39,1742165499
928,1.22,2025-03-17 01:51:53,1742165513
929,1.58,2025-03-17 01:52:08,1742165528
930,4.21,2025-03-17 01:52:34,1742165554
931,1.0,2025-03-17 01:52:45,1742165565
932,1.08,2025-03-17 01:52:55,1742165575
933,2.71,2025-03-17 01:53:16,1742165596
934,1.51,2025-03-17 01:53:30,1742165610
935,1.38,2025-03-17 01:53:44,1742165624
936,1.68,2025-03-17 01:53:59,1742165639
937,4.82,2025-03-17 01:54:27,1742165667
938,5.29,2025-03-17 01:54:57,1742165697
939,2.56,2025-03-17 01:55:18,1742165718
940,2.66,2025-03-17 01:55:41,1742165741
941,4.08,2025-03-17 01:56:07,1742165767
942,1.39,2025-03-17 01:56:21,1742165781
943,2.88,2025-03-17 01:56:43,1742165803
944,1.33,2025-03-17 01:56:56,1742165816
945,1.06,2025-03-17 01:57:07,1742165827
946,1.89,2025-03-17 01:57:23,1742165843
947,1.25,2025-03-17 01:57:36,1742165856
948,4.56,2025-03-17 01:58:02,1742165882
949,2.71,2025-03-17 01:58:24,1742165904
950,8.02,2025-03-17 01:58:59,1742165939
951,2.0,2025-03-17 01:59:17,1742165957
952,7.69,2025-03-17 01:59:50,1742165990
953,1.84,2025-03-17 02:00:09,1742166009
954,1.1,2025-03-17 02:00:20,1742166020
955,1.06,2025-03-17 02:00:29,1742166029
956,1.11,2025-03-17 02:00:40,1742166040
957,1.31,2025-03-17 02:00:53,1742166053
958,1.13,2025-03-17 02:01:07,1742166067
959,1.0,2025-03-17 02:01:16,1742166076
960,3.28,2025-03-17 02:01:40,1742166100
961,1.2,2025-03-17 02:01:52,1742166112
962,1.84,2025-03-17 02:02:09,1742166129
963,8.46,2025-03-17 02:02:43,1742166163
964,5.95,2025-03-17 02:03:16,1742166196
965,1.41,2025-03-17 02:03:30,1742166210
966,4.55,2025-03-17 02:04:02,1742166242
967,2.96,2025-03-17 02:04:29,1742166269
968,7.04,2025-03-17 02:05:02,1742166302
969,1.33,2025-03-17 02:05:19,1742166319
970,1.12,2025-03-17 02:05:29,1742166329
971,1.7,2025-03-17 02:05:45,1742166345
972,18.49,2025-03-17 02:06:28,1742166388
973,10.12,2025-03-17 02:07:06,1742166426
974,2.58,2025-03-17 02:07:28,1742166448
975,38.54,2025-03-17 02:08:20,1742166500
976,1.0,2025-03-17 02:08:34,1742166514
977,5.7,2025-03-17 02:09:03,1742166543
978,3.44,2025-03-17 02:09:29,1742166569
979,1.69,2025-03-17 02:09:45,1742166585
980,1.98,2025-03-17 02:10:02,1742166602
981,1.22,2025-03-17 02:10:15,1742166615
982,1.36,2025-03-17 02:10:28,1742166628
983,1.71,2025-03-17 02:10:43,1742166643
984,1.69,2025-03-17 02:10:59,1742166659
985,1.45,2025-03-17 02:11:13,1742166673
986,1.08,2025-03-17 02:11:24,1742166684
987,5.02,2025-03-17 02:11:52,1742166712
988,1.47,2025-03-17 02:12:07,1742166727
989,1.67,2025-03-17 02:12:23,1742166743
990,1.26,2025-03-17 02:12:35,1742166755
991,2.47,2025-03-17 02:12:55,1742166775
992,2.6,2025-03-17 02:13:17,1742166797
993,1.28,2025-03-17 02:13:30,1742166810
994,1.02,2025-03-17 02:13:39,1742166819
995,1.62,2025-03-17 02:13:54,1742166834
996,12.48,2025-03-17 02:14:34,1742166874
997,2.39,2025-03-17 02:14:55,1742166895
998,4.62,2025-03-17 02:15:23,1742166923
999,2.01,2025-03-17 02:15:42,1742166942
1000,20.42,2025-03-17 02:16:27,1742166987
1001,1.55,2025-03-17 02:16:42,1742167002
1002,11.49,2025-03-17 02:17:20,1742167040
1003,24.83,2025-03-17 02:18:08,1742167088
1004,1.33,2025-03-17 02:18:22,1742167102
1005,1.88,2025-03-17 02:18:39,1742167119
1006,49.22,2025-03-17 02:19:34,1742167174
1007,1.62,2025-03-17 02:19:51,1742167191
1008,1.3,2025-03-17 02:20:04,1742167204
1009,1.02,2025-03-17 02:20:13,1742167213
1010,7.13,2025-03-17 02:20:46,1742167246
1011,3.04,2025-03-17 02:21:10,1742167270
1012,1.8,2025-03-17 02:21:28,1742167288
1013,4.32,2025-03-17 02:21:55,1742167315
1014,1.38,2025-03-17 02:22:09,1742167329
1015,1.24,2025-03-17 02:22:21,1742167341
1016,2.47,2025-03-17 02:22:41,1742167361
1017,3.1,2025-03-17 02:23:04,1742167384
1018,1.19,2025-03-17 02:23:16,1742167396
1019,5.47,2025-03-17 02:23:45,1742167425
1020,1.21,2025-03-17 02:23:59,1742167439
1021,2.93,2025-03-17 02:24:20,1742167460
1022,1.69,2025-03-17 02:24:36,1742167476
1023,1.26,2025-03-17 02:24:48,1742167488
1024,2.18,2025-03-17 02:25:08,1742167508
1025,1.52,2025-03-17 02:25:22,1742167522
1026,2.73,2025-03-17 02:25:43,1742167543
1027,1.02,2025-03-17 02:25:53,1742167553
1028,1.52,2025-03-17 02:26:08,1742167568
1029,1.04,2025-03-17 02:26:18,1742167578
1030,1.9,2025-03-17 02:26:34,1742167594
1031,1.3,2025-03-17 02:26:47,1742167607
1032,2.51,2025-03-17 02:27:10,1742167630
1033,1.37,2025-03-17 02:27:22,1742167642
1034,3.54,2025-03-17 02:27:46,1742167666
1035,3.81,2025-03-17 02:28:12,1742167692
1036,1.48,2025-03-17 02:28:27,1742167707
1037,6.79,2025-03-17 02:28:58,1742167738
1038,1.22,2025-03-17 02:29:11,1742167751
1039,1.65,2025-03-17 02:29:26,1742167766
1040,1.53,2025-03-17 02:29:42,1742167782
1041,1.25,2025-03-17 02:29:54,1742167794
1042,1.52,2025-03-17 02:30:08,1742167808
1043,1.2,2025-03-17 02:30:19,1742167819
1044,1.18,2025-03-17 02:30:30,1742167830
1045,1.01,2025-03-17 02:30:40,1742167840
1046,1.32,2025-03-17 02:30:53,1742167853
1047,1.62,2025-03-17 02:31:08,1742167868
1048,3.53,2025-03-17 02:31:32,1742167892
1049,1.41,2025-03-17 02:31:46,1742167906
1050,1.41,2025-03-17 02:31:59,1742167919
1051,2.47,2025-03-17 02:32:20,1742167940
1052,1.68,2025-03-17 02:32:36,1742167956
1053,5.71,2025-03-17 02:33:05,1742167985
1054,2.88,2025-03-17 02:33:27,1742168007
1055,30.99,2025-03-17 02:34:18,1742168058
1056,1.13,2025-03-17 02:34:30,1742168070
1057,1.03,2025-03-17 02:34:39,1742168079
1058,4.48,2025-03-17 02:35:06,1742168106
1059,5.94,2025-03-17 02:35:37,1742168137
1060,3.13,2025-03-17 02:36:01,1742168161
1061,1.37,2025-03-17 02:36:14,1742168174
1062,5.83,2025-03-17 02:36:44,1742168204
1063,1.58,2025-03-17 02:37:00,1742168220
1064,4.7,2025-03-17 02:37:27,1742168247
1065,1.67,2025-03-17 02:37:44,1742168264
1066,1.39,2025-03-17 02:37:58,1742168278
1067,1.49,2025-03-17 02:38:11,1742168291
1068,6.91,2025-03-17 02:38:43,1742168323
1069,1.15,2025-03-17 02:38:55,1742168335
1070,4.24,2025-03-17 02:39:21,1742168361
1071,2.93,2025-03-17 02:39:44,1742168384
1072,3.21,2025-03-17 02:40:07,1742168407
1073,1.29,2025-03-17 02:40:20,1742168420
1074,2.0,2025-03-17 02:40:39,1742168439
1075,8.19,2025-03-17 02:41:13,1742168473
1076,9.84,2025-03-17 02:41:50,1742168510
1077,3.13,2025-03-17 02:42:13,1742168533
1078,2.3,2025-03-17 02:42:33,1742168553
1079,1.74,2025-03-17 02:42:49,1742168569
1080,2.7,2025-03-17 02:43:10,1742168590
1081,3.35,2025-03-17 02:43:34,1742168614
1082,1.0,2025-03-17 02:43:44,1742168624
1083,2.12,2025-03-17 02:44:02,1742168642
1084,5.62,2025-03-17 02:44:33,1742168673
1085,1.09,2025-03-17 02:44:44,1742168684
1086,1.5,2025-03-17 02:44:58,1742168698
1087,14.33,2025-03-17 02:45:39,1742168739
1088,10.99,2025-03-17 02:46:18,1742168778
1089,5.13,2025-03-17 02:46:47,1742168807
1090,1.18,2025-03-17 02:46:59,1742168819
1091,2.6,2025-03-17 02:47:20,1742168840
1092,1.66,2025-03-17 02:47:35,1742168855
1093,5.74,2025-03-17 02:48:05,1742168885
1094,2.92,2025-03-17 02:48:30,1742168910
1095,10.06,2025-03-17 02:49:06,1742168946
1096,1.1,2025-03-17 02:49:21,1742168961
1097,1.63,2025-03-17 02:49:37,1742168977
1098,4.29,2025-03-17 02:50:04,1742169004
1099,1.44,2025-03-17 02:50:18,1742169018
1100,1.0,2025-03-17 02:50:27,1742169027
1101,2.7,2025-03-17 02:50:49,1742169049
1102,17.28,2025-03-17 02:51:32,1742169092
1103,2.13,2025-03-17 02:51:51,1742169111
1104,3.22,2025-03-17 02:52:14,1742169134
1105,27.11,2025-03-17 02:53:06,1742169186
1106,1.93,2025-03-17 02:53:26,1742169206
1107,9.63,2025-03-17 02:54:01,1742169241
1108,1.34,2025-03-17 02:54:17,1742169257
1109,1.46,2025-03-17 02:54:32,1742169272
1110,2.86,2025-03-17 02:54:54,1742169294
1111,1.23,2025-03-17 02:55:06,1742169306
1112,1.01,2025-03-17 02:55:16,1742169316
1113,1.42,2025-03-17 02:55:30,1742169330
1114,1.19,2025-03-17 02:55:40,1742169340
1115,1.1,2025-03-17 02:55:51,1742169351
1116,1.07,2025-03-17 02:56:01,1742169361
1117,1.35,2025-03-17 02:56:15,1742169375
1118,1.06,2025-03-17 02:56:24,1742169384
1119,2.49,2025-03-17 02:56:44,1742169404
1120,1.68,2025-03-17 02:57:00,1742169420
1121,1.71,2025-03-17 02:57:17,1742169437
1122,1.09,2025-03-17 02:57:27,1742169447
1123,1.15,2025-03-17 02:57:38,1742169458
1124,1.31,2025-03-17 02:57:51,1742169471
1125,1.22,2025-03-17 02:58:03,1742169483
1126,2.9,2025-03-17 02:58:24,1742169504
1127,1.26,2025-03-17 02:58:37,1742169517
1128,2.0,2025-03-17 02:58:55,1742169535
1129,1.21,2025-03-17 02:59:07,1742169547
1130,4.66,2025-03-17 02:59:35,1742169575
1131,1.04,2025-03-17 02:59:45,1742169585
1132,1.74,2025-03-17 03:00:01,1742169601
1133,3.35,2025-03-17 03:00:25,1742169625
1134,2.81,2025-03-17 03:00:46,1742169646
1135,1.16,2025-03-17 03:00:57,1742169657
1136,1.11,2025-03-17 03:01:08,1742169668
1137,2.88,2025-03-17 03:01:30,1742169690
1138,2.62,2025-03-17 03:01:51,1742169711
1139,1.46,2025-03-17 03:02:05,1742169725
1140,2.74,2025-03-17 03:02:26,1742169746
1141,12.26,2025-03-17 03:03:05,1742169785
1142,1.77,2025-03-17 03:03:23,1742169803
1143,11.12,2025-03-17 03:04:00,1742169840
1144,1.43,2025-03-17 03:04:15,1742169855
1145,2.31,2025-03-17 03:04:34,1742169874
1146,1.16,2025-03-17 03:04:46,1742169886
1147,1.04,2025-03-17 03:04:56,1742169896
1148,20.53,2025-03-17 03:05:40,1742169940
1149,2.02,2025-03-17 03:05:59,1742169959
1150,1.12,2025-03-17 03:06:10,1742169970
1151,1.41,2025-03-17 03:06:24,1742169984
1152,1.02,2025-03-17 03:06:34,1742169994
1153,2.13,2025-03-17 03:06:52,1742170012
1154,1.07,2025-03-17 03:07:01,1742170021
